,Age,EdLevel,MentalHealth,MainBranch,YearsCode,YearsCodePro,custom_employment
608,<35,Other,No,Dev,7,4,0
609,<35,Undergraduate,No,Dev,17,13,0
610,<35,Other,No,NotDev,7,5,0
611,<35,Master,No,Dev,5,4,1
612,>35,Master,No,Dev,18,13,1
613,<35,Undergraduate,No,Dev,17,13,1
614,>35,Other,No,Dev,25,20,1
615,<35,Undergraduate,No,Dev,12,5,1
616,<35,Master,No,NotDev,8,7,1
617,>35,Master,Yes,Dev,14,11,0
618,>35,Undergraduate,No,Dev,20,16,1
619,>35,Undergraduate,No,Dev,32,21,1
620,>35,Undergraduate,No,Dev,15,12,1
621,<35,Other,No,NotDev,10,6,1
622,<35,Undergraduate,No,Dev,3,1,1
623,<35,Undergraduate,Yes,Dev,12,4,0
624,<35,Undergraduate,No,Dev,2,Less than 1 year,0
625,<35,Other,No,Dev,6,1,0
626,<35,Undergraduate,No,Dev,16,11,0
627,<35,Master,Yes,Dev,11,8,1
628,>35,PhD,No,NotDev,40,38,1
629,<35,Master,No,Dev,10,7,1
630,<35,Master,Yes,Dev,13,3,1
631,<35,Undergraduate,Yes,Dev,16,11,1
632,>35,Master,No,Dev,19,16,1
633,<35,Undergraduate,No,NotDev,7,3,0
634,>35,Other,No,Dev,20,8,1
635,<35,Master,No,Dev,5,Less than 1 year,0
636,<35,Undergraduate,No,Dev,7,3,0
637,<35,Undergraduate,No,Dev,6,2,1
638,<35,PhD,No,Dev,25,10,1
639,>35,Undergraduate,No,Dev,28,25,1
640,<35,Other,Yes,Dev,5,3,0
641,<35,Other,Yes,Dev,7,6,0
642,<35,Other,No,Dev,7,1,0
643,>35,Undergraduate,No,Dev,42,38,0
644,<35,Other,Yes,NotDev,12,3,0
645,<35,Undergraduate,Yes,Dev,25,6,0
646,<35,Undergraduate,No,Dev,19,6,1
647,>35,PhD,No,NotDev,42,25,1
648,<35,Undergraduate,No,Dev,5,3,1
649,>35,Master,No,Dev,31,26,1
650,>35,Master,Yes,Dev,35,23,1
651,<35,Undergraduate,Yes,Dev,10,Less than 1 year,0
652,>35,Undergraduate,No,Dev,25,16,1
653,<35,Undergraduate,No,Dev,12,7,1
654,<35,Undergraduate,Yes,Dev,10,4,1
655,>35,Other,No,Dev,26,19,1
656,<35,Master,No,Dev,10,8,1
657,>35,Undergraduate,No,Dev,9,7,1
658,<35,Master,No,Dev,16,7,1
659,<35,Undergraduate,No,Dev,13,8,0
660,<35,Undergraduate,No,Dev,10,6,0
661,>35,Other,No,Dev,41,32,1
662,>35,Other,No,NotDev,37,19,0
663,>35,Other,No,Dev,17,14,1
664,>35,PhD,No,NotDev,35,15,1
665,<35,Undergraduate,No,Dev,12,7,1
666,>35,Undergraduate,No,Dev,50,31,1
667,>35,Master,No,NotDev,20,15,1
668,<35,Undergraduate,No,Dev,6,3,1
669,<35,Undergraduate,Yes,NotDev,5,3,0
670,>35,Master,No,Dev,More than 50 years,45,1
671,>35,Master,No,Dev,20,12,1
672,<35,Master,No,Dev,15,13,0
673,<35,Master,No,Dev,8,8,1
674,<35,Master,No,NotDev,10,6,1
675,<35,Other,Yes,Dev,12,9,0
676,<35,PhD,No,Dev,12,3,1
677,<35,Undergraduate,No,Dev,20,5,1
678,<35,Other,No,Dev,4,Less than 1 year,0
679,>35,Master,Yes,Dev,23,8,1
680,<35,Undergraduate,No,Dev,7,5,0
681,<35,Undergraduate,Yes,Dev,6,4,1
682,<35,Master,No,Dev,8,5,0
683,<35,Other,No,Dev,7,6,0
684,>35,Master,No,Dev,20,12,1
685,<35,Undergraduate,No,Dev,3,3,0
686,<35,Other,No,Dev,7,4,0
687,<35,Other,Yes,Dev,14,10,1
688,>35,Other,Yes,Dev,38,20,1
689,>35,Undergraduate,Yes,Dev,40,25,1
690,<35,Undergraduate,No,Dev,6,6,1
691,<35,Other,No,Dev,7,2,0
692,<35,Master,No,Dev,13,4,0
693,<35,Undergraduate,No,Dev,9,Less than 1 year,0
694,<35,Other,Yes,NotDev,15,Less than 1 year,0
695,<35,Other,No,Dev,6,Less than 1 year,0
696,<35,Other,No,Dev,4,1,0
697,<35,Other,No,NotDev,5,3,0
698,<35,Undergraduate,No,Dev,7,2,0
699,<35,Other,No,Dev,5,Less than 1 year,0
700,>35,Master,No,Dev,37,21,1
701,<35,Other,Yes,Dev,13,5,1
702,<35,Master,No,Dev,12,10,1
703,<35,Master,No,Dev,7,2,1
704,>35,Undergraduate,No,Dev,36,24,1
705,<35,Master,No,Dev,15,4,1
706,<35,Master,No,Dev,11,8,1
707,<35,Undergraduate,No,Dev,13,8,1
708,>35,Undergraduate,No,Dev,20,15,0
709,>35,Undergraduate,No,Dev,19,14,0
710,<35,Other,Yes,Dev,12,10,1
711,<35,Undergraduate,No,Dev,14,10,0
712,<35,Master,Yes,Dev,11,3,0
713,<35,Master,No,Dev,6,1,1
714,<35,Master,No,Dev,11,6,1
715,<35,Undergraduate,No,Dev,10,5,1
716,>35,Undergraduate,No,Dev,23,20,1
717,<35,Other,Yes,Dev,6,2,1
718,<35,Undergraduate,Yes,Dev,8,3,0
719,<35,Undergraduate,No,Dev,5,2,0
720,>35,Other,No,Dev,41,35,1
721,<35,Undergraduate,No,Dev,8,2,1
722,<35,Undergraduate,No,Dev,4,2,1
723,>35,Undergraduate,No,Dev,35,20,1
724,<35,Undergraduate,Yes,NotDev,6,2,1
725,<35,Undergraduate,No,Dev,5,2,0
726,>35,Master,No,NotDev,3,3,1
727,>35,Undergraduate,Yes,Dev,38,16,1
728,<35,Undergraduate,No,Dev,17,10,0
729,>35,PhD,No,NotDev,15,15,0
730,<35,Undergraduate,No,Dev,4,3,1
731,<35,Master,No,Dev,7,3,0
732,<35,Master,No,Dev,13,7,0
733,<35,Undergraduate,No,Dev,10,1,1
734,<35,Master,Yes,Dev,15,10,1
735,<35,Undergraduate,No,NotDev,6,1,1
736,<35,Undergraduate,No,Dev,3,1,1
737,<35,Master,No,Dev,15,7,0
738,>35,Undergraduate,Yes,Dev,30,26,1
739,<35,Undergraduate,No,Dev,7,3,1
740,<35,Undergraduate,No,Dev,16,11,0
741,<35,PhD,No,Dev,16,6,1
742,<35,Other,No,Dev,9,8,0
743,<35,Undergraduate,No,Dev,6,3,0
744,>35,Undergraduate,No,Dev,37,23,1
745,<35,Undergraduate,No,Dev,6,1,0
746,<35,Master,No,Dev,12,18,1
747,<35,Undergraduate,No,Dev,10,8,0
748,>35,Undergraduate,No,Dev,13,11,1
749,>35,Undergraduate,No,Dev,20,12,1
750,<35,Other,Yes,Dev,5,8,0
751,>35,Undergraduate,No,Dev,21,17,1
752,>35,Undergraduate,No,Dev,39,16,1
753,>35,Other,Yes,Dev,10,3,1
754,>35,Undergraduate,No,Dev,25,12,1
755,<35,Master,No,Dev,4,3,0
756,>35,Master,No,Dev,38,26,1
757,<35,Undergraduate,No,Dev,12,6,0
758,<35,Other,No,Dev,8,4,1
759,<35,Master,No,Dev,16,8,1
760,<35,Undergraduate,No,Dev,2,Less than 1 year,0
761,<35,Undergraduate,Yes,Dev,7,6,1
762,>35,Master,Yes,Dev,12,12,1
763,>35,PhD,No,NotDev,29,16,1
764,>35,Undergraduate,Yes,Dev,35,21,1
765,<35,Master,No,Dev,5,2,0
766,>35,Other,No,Dev,47,35,1
767,<35,Other,No,Dev,12,9,1
768,<35,Undergraduate,Yes,NotDev,3,2,0
769,>35,Other,Yes,Dev,26,20,1
770,<35,Master,No,Dev,13,9,1
771,<35,Undergraduate,No,Dev,5,3,0
772,<35,Undergraduate,No,Dev,5,Less than 1 year,0
773,<35,Undergraduate,No,Dev,10,4,0
774,<35,Undergraduate,No,NotDev,10,5,1
775,>35,Other,No,Dev,36,23,1
776,<35,Undergraduate,No,Dev,6,4,1
777,<35,Other,No,Dev,2,7,0
778,<35,Master,Yes,Dev,18,13,1
779,<35,Master,No,Dev,10,5,1
780,>35,Undergraduate,No,Dev,23,16,1
781,>35,Master,Yes,Dev,42,35,1
782,<35,Undergraduate,No,Dev,13,1,0
783,<35,Master,No,Dev,15,10,1
784,>35,Master,No,Dev,21,16,1
785,<35,Master,No,Dev,8,2,1
786,<35,Other,No,Dev,15,10,1
787,<35,Undergraduate,No,Dev,8,4,0
788,<35,Undergraduate,No,NotDev,10,8,0
789,<35,Undergraduate,No,Dev,18,6,1
790,<35,Undergraduate,No,Dev,12,12,1
791,>35,Master,Yes,NotDev,24,12,0
792,<35,Undergraduate,No,Dev,12,7,0
793,<35,Undergraduate,No,Dev,4,1,0
794,<35,Master,Yes,Dev,13,5,1
795,<35,Undergraduate,No,Dev,15,10,1
796,<35,Undergraduate,No,Dev,4,Less than 1 year,1
797,<35,Undergraduate,No,Dev,6,2,0
798,<35,Undergraduate,No,Dev,13,11,1
799,>35,Master,Yes,Dev,5,5,1
800,<35,Undergraduate,No,Dev,6,5,1
801,>35,PhD,No,Dev,25,14,1
802,<35,Other,No,Dev,25,11,1
803,>35,Master,No,Dev,25,15,1
804,<35,Undergraduate,No,Dev,13,9,1
805,>35,Master,No,Dev,18,15,1
806,<35,Master,No,Dev,5,Less than 1 year,0
807,>35,Other,No,Dev,12,12,1
808,>35,Master,No,Dev,15,8,1
809,<35,Other,Yes,Dev,11,9,1
810,<35,Master,No,NotDev,10,5,1
811,<35,Undergraduate,No,NotDev,16,10,1
812,<35,Other,No,Dev,25,21,1
813,<35,Undergraduate,No,Dev,9,9,0
814,<35,Master,No,Dev,15,7,1
815,<35,PhD,No,Dev,16,2,1
816,>35,Master,No,Dev,12,10,1
817,>35,Master,No,Dev,19,13,1
818,>35,Undergraduate,Yes,Dev,16,13,1
819,<35,Undergraduate,No,Dev,12,2,0
820,<35,Undergraduate,No,Dev,18,7,1
821,<35,Master,Yes,Dev,11,10,1
822,>35,Master,No,NotDev,15,7,1
823,<35,Master,No,Dev,13,10,1
824,>35,Master,Yes,NotDev,30,12,1
825,<35,Undergraduate,No,Dev,8,Less than 1 year,0
826,<35,Undergraduate,No,Dev,15,7,0
827,<35,Undergraduate,No,Dev,10,9,1
828,>35,Undergraduate,Yes,Dev,34,31,1
829,<35,Undergraduate,Yes,Dev,8,5,1
830,<35,Undergraduate,No,Dev,9,5,0
831,>35,Undergraduate,No,Dev,42,42,1
832,<35,Other,No,Dev,9,7,1
833,<35,Other,No,Dev,18,9,0
834,<35,Undergraduate,Yes,Dev,14,12,0
835,<35,Undergraduate,No,Dev,4,1,0
836,>35,Master,No,Dev,18,16,1
837,<35,Other,No,Dev,10,7,1
838,<35,Other,No,Dev,12,5,1
839,<35,Other,No,Dev,12,2,0
840,<35,Master,No,Dev,16,11,1
841,>35,Undergraduate,No,Dev,25,13,1
842,<35,Master,Yes,Dev,10,3,0
843,>35,Master,No,NotDev,22,7,0
844,<35,Master,No,Dev,16,10,0
845,>35,Undergraduate,No,Dev,15,11,1
846,<35,Undergraduate,Yes,Dev,10,6,1
847,>35,Undergraduate,No,Dev,30,20,1
848,<35,Undergraduate,No,Dev,9,3,0
849,<35,Master,No,Dev,7,4,1
850,<35,Undergraduate,Yes,Dev,10,6,0
851,<35,Undergraduate,Yes,Dev,5,4,0
852,>35,Undergraduate,Yes,Dev,20,20,1
853,<35,Master,Yes,Dev,14,6,1
854,<35,Other,No,Dev,7,4,1
855,<35,Undergraduate,No,Dev,11,4,1
856,<35,Undergraduate,Yes,Dev,6,1,1
857,<35,Undergraduate,No,Dev,24,1,1
858,>35,Undergraduate,Yes,Dev,49,34,1
859,>35,Master,No,Dev,20,10,0
860,>35,Undergraduate,No,Dev,40,28,1
861,<35,Undergraduate,No,Dev,7,3,0
862,<35,Master,No,Dev,6,2,0
863,<35,Undergraduate,No,Dev,6,6,1
864,>35,Undergraduate,No,Dev,20,16,0
865,>35,Master,Yes,NotDev,34,21,1
866,<35,Undergraduate,No,Dev,5,5,0
867,<35,Undergraduate,No,Dev,7,4,0
868,<35,Undergraduate,No,Dev,11,5,0
869,<35,Undergraduate,No,Dev,15,8,1
870,<35,Undergraduate,No,Dev,16,8,0
871,<35,Other,No,Dev,5,1,0
872,<35,Undergraduate,Yes,Dev,9,5,1
873,<35,Master,No,NotDev,13,3,1
874,<35,Other,No,Dev,10,10,0
875,>35,Other,Yes,Dev,25,22,0
876,<35,Other,No,Dev,14,11,1
877,>35,Other,No,Dev,30,20,1
878,<35,Master,No,Dev,13,5,1
879,<35,Other,No,Dev,6,5,1
880,<35,Master,No,Dev,10,5,1
881,<35,Master,No,Dev,15,6,1
882,<35,Master,Yes,NotDev,4,2,1
883,<35,Undergraduate,No,Dev,6,5,1
884,>35,PhD,No,NotDev,6,2,1
885,<35,Undergraduate,Yes,Dev,8,4,0
886,<35,Undergraduate,No,Dev,10,5,1
887,<35,Undergraduate,No,Dev,15,13,1
888,<35,Master,No,Dev,20,2,0
889,>35,Undergraduate,No,Dev,21,16,1
890,<35,Other,No,Dev,13,13,1
891,<35,Master,Yes,Dev,15,1,0
892,<35,Master,No,Dev,10,2,1
893,<35,Undergraduate,No,Dev,10,6,0
894,<35,Master,No,Dev,10,4,1
895,>35,Master,No,Dev,22,5,1
896,<35,Undergraduate,No,Dev,14,12,1
897,<35,Master,No,Dev,5,3,0
898,<35,Undergraduate,Yes,Dev,11,5,1
899,<35,Undergraduate,No,Dev,10,5,0
900,<35,Undergraduate,Yes,Dev,15,7,1
901,>35,Master,No,Dev,23,20,1
902,<35,Undergraduate,No,Dev,6,4,0
903,<35,Master,No,NotDev,10,6,0
904,>35,Undergraduate,Yes,NotDev,35,8,1
905,<35,Master,Yes,Dev,11,6,0
906,<35,Undergraduate,No,Dev,7,2,1
907,>35,PhD,No,Dev,35,18,1
908,<35,Master,No,Dev,12,5,1
909,>35,Other,Yes,Dev,17,5,1
910,<35,Undergraduate,No,Dev,10,6,0
911,<35,Undergraduate,No,Dev,4,4,1
912,<35,Undergraduate,No,Dev,13,8,1
913,<35,Undergraduate,No,Dev,9,8,1
914,>35,Other,Yes,Dev,20,11,1
915,<35,Undergraduate,No,Dev,7,2,0
916,<35,Master,No,Dev,12,7,0
917,<35,Undergraduate,No,Dev,12,8,0
918,>35,Undergraduate,No,Dev,24,16,1
919,>35,Undergraduate,No,Dev,20,20,1
920,>35,Other,Yes,Dev,40,9,1
921,>35,PhD,No,Dev,11,8,1
922,>35,Master,No,Dev,26,16,1
923,<35,Undergraduate,No,Dev,7,4,0
924,<35,Master,No,Dev,11,4,0
925,<35,Undergraduate,No,Dev,4,4,0
926,<35,Undergraduate,Yes,Dev,10,2,1
927,>35,Master,No,Dev,20,18,1
928,>35,Undergraduate,No,Dev,30,15,1
929,<35,Master,No,Dev,12,8,1
930,<35,Master,No,Dev,10,6,1
931,<35,Undergraduate,No,Dev,4,1,0
932,<35,Undergraduate,No,Dev,7,5,0
933,>35,Undergraduate,No,Dev,15,13,0
934,<35,Undergraduate,No,Dev,4,Less than 1 year,0
935,<35,Other,No,Dev,4,3,0
936,>35,Undergraduate,No,Dev,31,13,1
937,<35,Undergraduate,Yes,Dev,7,2,0
938,>35,Master,No,Dev,8,4,1
939,<35,Undergraduate,No,Dev,2,2,1
940,<35,Master,No,Dev,15,6,1
941,<35,Undergraduate,No,Dev,12,2,0
942,>35,Master,No,Dev,13,10,1
943,>35,Undergraduate,Yes,Dev,18,15,1
944,<35,Master,No,Dev,12,6,1
945,>35,Master,Yes,Dev,30,24,1
946,>35,Master,No,Dev,15,12,0
947,<35,Undergraduate,No,Dev,6,4,1
948,>35,Undergraduate,No,Dev,13,13,1
949,<35,Undergraduate,No,Dev,10,2,0
950,<35,Undergraduate,No,Dev,9,9,0
951,<35,Undergraduate,No,Dev,5,2,0
952,<35,Undergraduate,No,Dev,9,4,0
953,<35,Undergraduate,Yes,Dev,5,4,0
954,<35,Other,No,Dev,8,6,1
955,>35,Master,No,Dev,16,11,1
956,>35,Master,No,Dev,20,8,1
957,>35,PhD,No,Dev,41,40,1
958,<35,Undergraduate,No,Dev,3,3,1
959,>35,Master,No,Dev,7,6,1
960,<35,Undergraduate,No,Dev,9,5,1
961,<35,Undergraduate,No,Dev,16,10,1
962,<35,Undergraduate,No,Dev,14,4,0
963,<35,Other,No,Dev,11,5,1
964,>35,Other,No,Dev,18,13,1
965,<35,Master,No,NotDev,12,7,1
966,<35,Undergraduate,No,Dev,13,6,0
967,<35,Undergraduate,No,Dev,10,9,0
968,<35,Undergraduate,No,Dev,18,9,1
969,<35,Undergraduate,Yes,Dev,18,10,1
970,<35,Undergraduate,No,Dev,13,4,1
971,>35,Other,No,NotDev,20,10,1
972,<35,Other,No,Dev,2,Less than 1 year,1
973,>35,Undergraduate,No,Dev,17,9,1
974,<35,Undergraduate,No,Dev,5,1,0
975,<35,Master,No,Dev,5,5,1
976,<35,Undergraduate,No,Dev,18,10,1
977,<35,Master,No,Dev,8,8,1
978,<35,Master,No,Dev,18,12,1
979,<35,Other,No,Dev,9,2,0
980,>35,Master,No,Dev,5,4,0
981,<35,Master,No,Dev,8,4,1
982,<35,Undergraduate,No,Dev,8,4,0
983,<35,Master,Yes,Dev,4,1,1
984,<35,Master,No,Dev,10,2,1
985,<35,Master,No,Dev,8,4,1
986,<35,Undergraduate,Yes,NotDev,22,11,1
987,<35,Undergraduate,No,Dev,4,4,0
988,<35,Undergraduate,No,Dev,14,10,0
989,<35,Other,Yes,Dev,16,10,1
990,>35,Undergraduate,No,NotDev,39,26,1
991,<35,Master,No,Dev,15,4,1
992,<35,Master,No,Dev,12,Less than 1 year,1
993,<35,Other,Yes,NotDev,5,1,0
994,<35,Undergraduate,No,Dev,5,Less than 1 year,0
995,<35,Master,No,Dev,18,5,0
996,<35,Master,No,Dev,5,1,1
997,<35,Undergraduate,Yes,NotDev,1,1,1
998,<35,Other,No,Dev,5,2,0
999,<35,Master,No,Dev,18,11,1
1000,<35,Undergraduate,No,Dev,11,5,1
1001,<35,Undergraduate,No,Dev,13,4,0
1002,<35,Other,No,Dev,15,13,1
1003,<35,Undergraduate,No,Dev,16,11,1
1004,>35,Undergraduate,No,Dev,26,15,0
1005,>35,PhD,No,NotDev,5,3,1
1006,>35,Undergraduate,No,Dev,23,22,1
1007,>35,Undergraduate,No,Dev,30,5,1
1008,>35,Master,No,Dev,7,6,1
1009,>35,Other,Yes,Dev,40,24,1
1010,<35,Undergraduate,Yes,Dev,20,13,1
1011,>35,PhD,No,NotDev,8,2,1
1012,<35,Undergraduate,No,Dev,10,5,1
1013,<35,Undergraduate,No,Dev,8,6,1
1014,<35,Other,No,Dev,7,4,0
1015,<35,Undergraduate,No,Dev,11,2,1
1016,<35,Master,No,Dev,10,7,1
1017,<35,Other,Yes,Dev,7,4,1
1018,<35,Other,No,Dev,3,Less than 1 year,0
1019,>35,Undergraduate,No,Dev,14,9,0
1020,<35,Undergraduate,No,Dev,21,10,1
1021,<35,Undergraduate,No,Dev,10,10,0
1022,<35,Undergraduate,No,Dev,8,6,0
1023,<35,PhD,Yes,Dev,10,6,1
1024,>35,Undergraduate,No,NotDev,28,16,1
1025,>35,Master,No,Dev,25,15,1
1026,<35,Undergraduate,Yes,Dev,2,Less than 1 year,0
1027,>35,Master,No,Dev,15,10,1
1028,>35,Undergraduate,No,Dev,22,20,1
1029,>35,Master,Yes,Dev,30,15,1
1030,>35,Master,No,Dev,28,15,1
1031,<35,Undergraduate,No,Dev,10,4,1
1032,<35,Other,No,Dev,10,4,0
1033,>35,Master,No,Dev,20,12,1
1034,>35,Master,No,Dev,37,28,1
1035,<35,Undergraduate,No,Dev,4,1,0
1036,>35,Other,No,Dev,9,7,1
1037,<35,Other,No,Dev,6,3,0
1038,<35,Other,Yes,Dev,8,4,1
1039,<35,Master,No,Dev,8,2,1
1040,<35,Master,No,Dev,9,7,1
1041,>35,Master,No,Dev,14,11,0
1042,>35,Master,No,Dev,26,13,1
1043,<35,Other,No,Dev,12,5,1
1044,<35,Undergraduate,Yes,Dev,6,2,0
1045,<35,Undergraduate,No,Dev,15,7,1
1046,<35,Undergraduate,No,Dev,8,2,0
1047,<35,Master,No,Dev,6,2,1
1048,<35,Undergraduate,No,Dev,9,4,1
1049,<35,Master,No,Dev,16,13,0
1050,>35,Master,No,Dev,30,25,0
1051,>35,Undergraduate,No,Dev,10,2,0
1052,>35,PhD,No,Dev,35,26,1
1053,>35,Undergraduate,Yes,Dev,22,20,1
1054,<35,Undergraduate,No,Dev,15,11,1
1055,<35,Undergraduate,No,Dev,11,6,0
1056,<35,Undergraduate,No,Dev,7,5,0
1057,>35,Master,No,Dev,6,5,0
1058,<35,Undergraduate,No,Dev,6,2,0
1059,<35,Master,No,Dev,5,4,1
1060,<35,Master,No,Dev,9,5,0
1061,<35,Undergraduate,No,Dev,10,5,1
1062,>35,Master,No,Dev,20,15,1
1063,>35,Master,No,Dev,32,21,1
1064,>35,PhD,No,Dev,25,15,1
1065,<35,Undergraduate,Yes,NotDev,25,9,1
1066,<35,Master,No,Dev,9,3,1
1067,<35,Undergraduate,No,Dev,7,5,0
1068,<35,Master,Yes,Dev,17,8,1
1069,>35,Undergraduate,No,Dev,17,13,1
1070,<35,Other,No,Dev,10,7,1
1071,>35,Master,No,NotDev,18,9,1
1072,>35,Other,Yes,Dev,20,13,1
1073,<35,PhD,No,Dev,14,10,1
1074,<35,Undergraduate,No,Dev,6,4,1
1075,<35,Master,No,Dev,15,3,0
1076,>35,Undergraduate,Yes,Dev,15,7,1
1077,>35,Master,Yes,Dev,35,12,1
1078,<35,Master,No,Dev,15,7,1
1079,<35,Master,Yes,Dev,7,3,0
1080,<35,Undergraduate,No,Dev,4,5,0
1081,<35,Master,Yes,NotDev,15,12,1
1082,<35,Other,No,Dev,11,8,0
1083,<35,Undergraduate,Yes,Dev,6,Less than 1 year,1
1084,<35,Master,No,Dev,15,7,1
1085,<35,Master,No,Dev,13,9,0
1086,<35,Other,Yes,Dev,11,8,1
1087,>35,Master,No,Dev,16,12,1
1088,<35,Undergraduate,Yes,Dev,8,5,0
1089,<35,Master,No,Dev,9,3,1
1090,<35,Master,Yes,NotDev,15,5,0
1091,>35,Master,No,Dev,30,7,1
1092,<35,Other,No,Dev,13,13,1
1093,<35,Undergraduate,No,Dev,6,6,1
1094,>35,Undergraduate,No,Dev,21,15,1
1095,>35,Undergraduate,Yes,Dev,30,24,1
1096,<35,Master,No,Dev,4,2,1
1097,<35,Other,No,Dev,5,2,0
1098,<35,Master,No,Dev,12,6,1
1099,>35,PhD,Yes,Dev,48,33,1
1100,>35,Other,Yes,Dev,34,21,1
1101,<35,Master,No,Dev,4,3,1
1102,<35,Undergraduate,No,Dev,5,1,0
1103,>35,Undergraduate,No,NotDev,30,20,1
1104,>35,Other,No,Dev,14,8,1
1105,>35,Undergraduate,Yes,Dev,3,2,1
1106,>35,Other,No,NotDev,22,18,1
1107,<35,Undergraduate,No,Dev,9,6,1
1108,<35,Master,No,NotDev,9,Less than 1 year,1
1109,<35,Undergraduate,No,Dev,8,5,1
1110,<35,Master,No,Dev,14,8,1
1111,>35,Undergraduate,No,Dev,13,13,1
1112,<35,Master,No,Dev,15,7,0
1113,>35,Other,Yes,Dev,27,23,1
1114,<35,Undergraduate,No,Dev,18,9,1
1115,<35,Undergraduate,Yes,Dev,15,5,1
1116,<35,Master,Yes,Dev,3,1,1
1117,>35,Undergraduate,No,Dev,4,3,1
1118,<35,Master,No,Dev,8,6,1
1119,<35,Undergraduate,No,Dev,16,12,1
1120,<35,Master,No,Dev,11,8,0
1121,>35,Undergraduate,No,Dev,16,13,1
1122,<35,Undergraduate,No,Dev,3,2,0
1123,<35,PhD,Yes,Dev,9,4,1
1124,<35,PhD,No,Dev,25,8,1
1125,>35,Undergraduate,No,Dev,35,20,1
1126,>35,Undergraduate,Yes,Dev,28,20,1
1127,<35,Undergraduate,No,Dev,5,2,0
1128,>35,PhD,No,Dev,25,22,1
1129,<35,Undergraduate,No,Dev,7,Less than 1 year,0
1130,>35,Undergraduate,No,Dev,20,15,1
1131,<35,Undergraduate,No,Dev,9,7,1
1132,<35,Other,No,Dev,12,5,1
1133,<35,Other,No,Dev,12,9,1
1134,<35,Master,No,Dev,10,5,1
1135,<35,Other,Yes,Dev,10,6,1
1136,>35,Undergraduate,No,Dev,12,11,1
1137,>35,Master,No,Dev,30,15,1
1138,<35,Other,No,Dev,19,12,1
1139,<35,Undergraduate,No,Dev,6,4,0
1140,>35,Undergraduate,No,Dev,30,7,1
1141,<35,Master,No,Dev,18,5,1
1142,<35,Undergraduate,Yes,Dev,6,5,0
1143,<35,Other,No,Dev,10,4,0
1144,<35,Undergraduate,Yes,Dev,25,7,1
1145,<35,Undergraduate,No,Dev,10,5,0
1146,>35,Undergraduate,No,Dev,35,16,1
1147,<35,Undergraduate,No,Dev,13,6,1
1148,<35,Master,No,Dev,8,Less than 1 year,1
1149,<35,Undergraduate,No,Dev,8,2,1
1150,>35,Other,No,Dev,35,23,1
1151,<35,Master,No,Dev,10,7,1
1152,<35,Master,No,Dev,10,4,0
1153,>35,Master,Yes,Dev,38,25,1
1154,<35,Undergraduate,No,Dev,9,6,1
1155,<35,Undergraduate,No,Dev,6,2,0
1156,>35,Undergraduate,No,Dev,39,35,1
1157,<35,Undergraduate,No,Dev,12,5,0
1158,>35,Master,No,Dev,34,20,1
1159,<35,Undergraduate,No,Dev,1,Less than 1 year,0
1160,<35,PhD,No,NotDev,20,7,1
1161,>35,Master,No,Dev,25,8,1
1162,>35,Master,No,Dev,35,16,1
1163,<35,Master,No,Dev,16,9,0
1164,<35,Undergraduate,No,Dev,9,6,1
1165,<35,Undergraduate,No,Dev,14,9,1
1166,>35,Master,No,NotDev,31,20,1
1167,<35,Other,No,Dev,6,6,0
1168,<35,Undergraduate,No,Dev,10,2,0
1169,<35,Undergraduate,No,Dev,6,3,1
1170,<35,Undergraduate,No,Dev,4,2,0
1171,<35,Undergraduate,Yes,Dev,10,8,1
1172,<35,Undergraduate,No,Dev,17,11,1
1173,<35,Undergraduate,No,Dev,9,7,1
1174,>35,Undergraduate,No,Dev,20,16,0
1175,<35,Undergraduate,No,Dev,11,9,1
1176,<35,Undergraduate,No,Dev,5,Less than 1 year,0
1177,<35,PhD,No,Dev,14,7,1
1178,<35,Undergraduate,No,Dev,6,3,0
1179,<35,Other,No,Dev,5,3,1
1180,<35,Undergraduate,No,Dev,15,9,1
1181,>35,Master,No,NotDev,21,14,1
1182,<35,Undergraduate,No,Dev,13,5,1
1183,<35,Undergraduate,No,Dev,7,3,0
1184,<35,Undergraduate,No,NotDev,6,2,0
1185,<35,Undergraduate,No,Dev,15,7,1
1186,<35,Undergraduate,Yes,Dev,10,7,1
1187,>35,Undergraduate,No,Dev,27,16,1
1188,>35,Other,No,Dev,13,11,1
1189,>35,Undergraduate,No,Dev,32,17,1
1190,<35,Undergraduate,No,Dev,7,3,1
1191,<35,Other,Yes,Dev,5,Less than 1 year,1
1192,>35,Undergraduate,No,Dev,35,25,1
1193,>35,Other,Yes,Dev,24,20,1
1194,<35,Master,No,Dev,11,3,0
1195,>35,Master,Yes,Dev,20,20,1
1196,<35,Other,No,Dev,10,8,0
1197,<35,Undergraduate,No,Dev,5,4,1
1198,<35,Master,No,Dev,16,9,1
1199,<35,Undergraduate,No,Dev,8,4,0
1200,>35,Undergraduate,No,Dev,26,20,1
1201,<35,Undergraduate,No,Dev,6,2,1
1202,>35,Master,No,Dev,11,8,0
1203,<35,PhD,No,Dev,14,7,0
1204,<35,Master,No,Dev,7,1,0
1205,>35,Undergraduate,No,Dev,24,16,1
1206,<35,Undergraduate,Yes,Dev,15,8,1
1207,>35,Other,No,Dev,23,20,1
1208,<35,Undergraduate,No,Dev,8,7,1
1209,>35,Master,No,Dev,27,15,1
1210,>35,Undergraduate,Yes,Dev,27,16,1
1211,<35,Other,No,Dev,5,Less than 1 year,0
